generation	fitness	corner	c	a1	a2	b	o	x	wp	we
383	56.5	[50, 50, 47, 47, 163, 163, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
384	61.5	[50, 50, 47, 47, 163, 163, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
385	55.5	[50, 50, 50, 50, 166, 166, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 0, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -4, -4, 131, 131]	[-1, -1, -1, -4, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
386	54.0	[50, 50, 47, 47, 163, 163, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
387	61.0	[50, 50, 47, 47, 163, 163, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
388	53.5	[50, 50, 47, 47, 163, 163, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
389	56.5	[50, 50, 47, 47, 163, 163, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
390	52.0	[50, 50, 50, 50, 166, 166, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 0, 3, 3, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, 2, 2, -25, -25]	[-8, -8, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -131, -131, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 36]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
391	58.0	[50, 50, 47, 47, 163, 163, 107, 110, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, 2, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
392	54.0	[50, 50, 47, 47, 163, 163, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
393	54.0	[50, 50, 47, 47, 163, 163, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
394	53.0	[50, -191, -52, 50, 166, 166, 107, 107, 62, 59]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 0, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -4, -4, 131, 131]	[-1, -1, -1, -4, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
395	51.5	[50, 50, 50, 50, 166, 166, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 0, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -4, -4, 131, 131]	[-1, -1, -1, -4, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
396	54.5	[50, -191, -52, 50, 166, 166, 107, 107, 62, 59]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 0, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -4, -4, 131, 131]	[-1, -1, -1, -4, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
397	57.5	[50, 50, 47, 47, 163, 163, 107, 110, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, 2, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, -1, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
398	60.0	[50, 50, 50, 50, 166, 166, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 0, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -4, -4, 131, 131]	[-1, -1, -1, -4, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
399	56.0	[50, 50, 47, 47, 166, 166, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 0, -3, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, 5, 5, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -11, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
400	56.0	[50, 50, 47, 47, 163, 163, 107, 110, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, 2, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, -1, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-204, -179, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
401	60.0	[50, 50, 50, 50, 163, 163, 107, 110, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 125, 100, 100, 173, 173]
402	57.0	[50, 50, 50, 50, 166, 166, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 0, 0, 3, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -4, -4, 131, 131]	[-1, -1, -1, -4, -1, -1, 2, 2, -25, -25]	[-5, -5, -2, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -153, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
403	56.0	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
404	58.5	[50, 50, 47, 47, 163, 188, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
405	56.5	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
406	53.0	[50, -191, -52, 50, 166, 166, 110, 107, 62, 59]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
407	57.0	[50, 50, 53, 53, 166, 166, 110, 110, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, 2, -51, -51, -1, -1, -4, -4, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -28]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -153, -128, -25, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
408	55.0	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
409	54.0	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
410	59.0	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
411	56.0	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
412	54.0	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
413	60.0	[50, 50, 47, 47, 163, 163, 107, 110, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, 2, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, -1, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-204, -179, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
414	54.5	[50, 50, 47, 47, 163, 188, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 100, 100, 100, 100, 100, 173, 173]
415	63.5	[50, 50, 47, 47, 163, 188, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
416	57.5	[50, -191, -52, 50, 166, 166, 110, 107, 62, 59]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
417	60.0	[50, 50, 47, 47, 163, 188, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
418	55.5	[50, -191, -52, 50, 166, 166, 110, 107, 62, 59]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
419	56.0	[50, 50, 47, 47, 163, 188, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 97, 100, 100, 100, 100, 173, 173]
420	59.0	[50, 50, 47, 47, 163, 163, 107, 110, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, 2, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, -1, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-204, -179, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
421	58.0	[50, 50, 47, 47, 163, 188, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 134, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
422	58.5	[50, -191, -52, 50, 166, 166, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 3, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
423	57.5	[50, 50, 47, 47, 163, 188, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 100, 100, 100, 100, 100, 173, 173]
424	56.5	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, 2, 2, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
425	53.5	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 8, 5, 33, 33]	[100, 103, 97, 97, 100, 100, 100, 100, 173, 173]
426	57.0	[50, -191, -52, 50, 166, 166, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 3, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, 2, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 97, 100, 100, 100, 100, 173, 173]
427	57.5	[50, 50, 47, 47, 163, 188, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 97, 100, 100, 100, 100, 100, 173, 173]
428	63.5	[50, 50, 50, 50, 166, 166, 107, 82, 62, 62]	[-20, -20, -20, -20, -20, -20, -23, -20, -165, -165]	[0, 0, 0, 0, 0, 0, -3, -3, -36, -36]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-1, -1, -1, -1, -1, -1, -1, -1, -28, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-179, -179, -126, -126, -128, -128, -25, -25, 118, 118]	[5, 5, 5, 5, 5, 5, 8, 5, 33, 36]	[100, 103, 97, 97, 100, 100, 100, 100, 173, 173]
429	58.0	[50, 50, 47, 47, 163, 163, 107, 110, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -168, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, 2, -1, -1, -1, -1, 131, 131]	[-4, -4, -1, -1, -1, -1, -1, 2, -22, -22]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-204, -179, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
430	59.0	[50, 50, 47, 47, 163, 188, 107, 107, 62, 62]	[-20, -20, -20, -20, -20, -20, -20, -20, -165, -168]	[3, 3, 0, 0, 0, 0, 0, 0, -39, -39]	[-1, -1, -1, -1, -1, -1, -1, -1, 131, 131]	[-4, -7, -1, -1, -1, -1, 2, 2, -25, -25]	[-5, -5, -5, -5, -5, -5, -8, -8, -32, -32]	[-176, -176, -126, -126, -128, -128, -22, -22, 118, 118]	[5, 5, 5, 5, 5, 5, 5, 5, 33, 33]	[100, 100, 100, 100, 100, 100, 100, 100, 173, 173]
